Código;descricao_insumo;descricao_detalhes;Descrição;Descrição Família Insumo;Descrição Conta Financeira
3190;FIO ENERGIA PP 2X 1.0 MM;;FIO ENERGIA PP 2X 1.0 MM;;Fios e Cabos
3279;CABO FLEX 2,5MM;;CABO FLEX 2,5MM;;Fios e Cabos
3280;CABO FLEX 2,5MM (A);;CABO FLEX 2,5MM (A);;Fios e Cabos
3293;CABO COBRECOM FLEX 2,5MM VD;;CABO COBRECOM FLEX 2,5MM VD;;Fios e Cabos
3363;CABO 4X 6MM² 0,6/1KV FLEX PT 90°;;CABO 4X 6MM² 0,6/1KV FLEX PT 90°;;Fios e Cabos
3679;CABO AL NU;;CABO AL NU;;Fios e Cabos
3813;CABO FLEX 2.5 ROLO C/100MT;AZUL;CABO FLEX 2.5 ROLO C/100MT;;Fios e Cabos
3813;CABO FLEX 2.5 ROLO C/100MT;PRETO;CABO FLEX 2.5 ROLO C/100MT;;Fios e Cabos
3814;CABO FLEX 4MM;AZUL;CABO FLEX 4MM;;Fios e Cabos
3814;CABO FLEX 4MM;PRETO;CABO FLEX 4MM;;Fios e Cabos
3818;CABO FLEXIVEL 1.5 MT;AZUL;CABO FLEXIVEL 1.5 MT;;Fios e Cabos
3818;CABO FLEXIVEL 1.5 MT;PRETO;CABO FLEXIVEL 1.5 MT;;Fios e Cabos
3896;CABO FLAT;;CABO FLAT;;Fios e Cabos
1786;INTERRUPTO EMBUTIR;;INTERRUPTO EMBUTIR;;Interruptores,
1839;ILUMI BOX SOBR TOM DUPLA 10A BR;;ILUMI BOX SOBR TOM DUPLA 10A BR;;Interruptores,
2005;SOQUETE PLAFON BRANCO OFL;;SOQUETE PLAFON BRANCO OFL;;Interruptores,
2045;INTER LUX 01;;INTER LUX 01;;Interruptores,
2046;TOMADA DUPLA;;TOMADA DUPLA;;Interruptores,
2056;BOCAL PVC;;BOCAL PVC;;Interruptores,
2058;TOMADA SIST;;TOMADA SIST;;Interruptores,
2154;TOMADA EM BARRA 3 TOMADAS 3P 20A;;TOMADA EM BARRA 3 TOMADAS 3P 20A;;Interruptores,
2531;INTERRUPTOR + TOMADA COM CAIXA;;INTERRUPTOR + TOMADA COM CAIXA;;Interruptores,
2698;SOBREPOR RET BR 1TEC SIMP;;SOBREPOR RET BR 1TEC SIMP;;Interruptores,
2788;TOMADA 2 SC 10A/250V;;TOMADA 2 SC 10A/250V;;Interruptores,
3024;ILUMI PINO FEMEA 2P+T 10A;;ILUMI PINO FEMEA 2P+T 10A;;Interruptores,
3025;IKUMI BOX SOBR TOM DUPLA 10A;;IKUMI BOX SOBR TOM DUPLA 10A;;Interruptores,
3026;ILUMI PINO 2P+T 10A;;ILUMI PINO 2P+T 10A;;Interruptores,
3029;TOMADA 2P+T 10 A;;TOMADA 2P+T 10 A;;Interruptores,
3030;TOMADA TRIPLA 2P+T 10A;;TOMADA TRIPLA 2P+T 10A;;Interruptores,
3099;ILUMI BOX SOBR TOM PAD 10 A;;ILUMI BOX SOBR TOM PAD 10 A;;Interruptores,
3143;CAIXA ARSTOP FEND/PHIL;;CAIXA ARSTOP FEND/PHIL;;Interruptores,
3177;CJ TOM SOB MILL 2P+T 20A/250V 39119 MOD;;CJ TOM SOB MILL 2P+T 20A/250V 39119 MOD;;Interruptores,
3200;TOMADA SIST DUPLA;;TOMADA SIST DUPLA;;Interruptores,
3201;TOMADA FEMEA 2P;;TOMADA FEMEA 2P;;Interruptores,
3273;PLACA 2 MOD DISTBR C;;PLACA 2 MOD DISTBR C;;Interruptores,
3274;MOD TOM 2P/T 10A;;MOD TOM 2P/T 10A;;Interruptores,
3275;INTER 1 SEC SIMP 4X2;;INTER 1 SEC SIMP 4X2;;Interruptores,
3276;PLACA CEGA 4X4 REDONDA P/TETO;;PLACA CEGA 4X4 REDONDA P/TETO;;Interruptores,
3317;PLUG FEMEA 3P 10A;;PLUG FEMEA 3P 10A;;Interruptores,
3318;PLUG MACHO 3P 10A;;PLUG MACHO 3P 10A;;Interruptores,
3329;CJ INT SIMP + TOM SOB MILL 2P+T 10A 250V;;CJ INT SIMP + TOM SOB MILL 2P+T 10A 250V;;Interruptores,
3333;CJ TOM SOB 2P+T 10A/250V BR 39353 PETRA;;CJ TOM SOB 2P+T 10A/250V BR 39353 PETRA;;Interruptores,
3335;CONECTOR LOUCA BIPOLAR 16MM - 50A;;CONECTOR LOUCA BIPOLAR 16MM - 50A;;Interruptores,
3436;PLUGUE 3P+T 16A 220/240V AZ N4079;;PLUGUE 3P+T 16A 220/240V AZ N4079;;Interruptores,
3437;PLUGUE 2P+T 16A 220V AZ IP44-6H N3076;;PLUGUE 2P+T 16A 220V AZ IP44-6H N3076;;Interruptores,
3439;INTERRUPTOR DR 4P 100A 30MA SOPRANO;;INTERRUPTOR DR 4P 100A 30MA SOPRANO;;Interruptores,
3501;CONECTOR LOUCA BIPOLAR 16MM - 50A;;CONECTOR LOUCA BIPOLAR 16MM - 50A;;Interruptores,
3563;INTERRUPTOR 6A+2TOM;;INTERRUPTOR 6A+2TOM;;Interruptores,
3564;INTERRUPTOR SIMPLES;;INTERRUPTOR SIMPLES;;Interruptores,
3575;TAMPA CONDULETE 3 TECLAS CINZA 1;;TAMPA CONDULETE 3 TECLAS CINZA 1;;Interruptores,
3578;TAMPA CEGA CONDULETE CINZA 3/4;;TAMPA CEGA CONDULETE CINZA 3/4;;Interruptores,
3579;ABRACADEIRA CONDULETE CINZA;;ABRACADEIRA CONDULETE CINZA;;Interruptores,
3591;INTER SIMP 6A + 2 TOM 2P+T 10;;INTER SIMP 6A + 2 TOM 2P+T 10;;Interruptores,
3696;PLUGS;PLUG MACHO 2P 10A/250V BR REF 39214 MEC-TRONIC PLUG 180 2P+T 39214;PLUGS;;Interruptores,
3696;PLUGS;PLUG FEMEA 2P 10A/25V PRETO/BRANCO TRAMONTINA 57412951;PLUGS;;Interruptores,
3804;TOMADA 10 A SOBREPOR PLUZIE;;TOMADA 10 A SOBREPOR PLUZIE;;Interruptores,
3914;INTER FAME 4X2 EVIDENCE 1 TECLA BC;;INTER FAME 4X2 EVIDENCE 1 TECLA BC;;Interruptores,
3915;PLACA CEGA FAME 4X2 EVIDENCE BC;;PLACA CEGA FAME 4X2 EVIDENCE BC;;Interruptores,
2329;DISJUNTOR;;DISJUNTOR;;Caixas, Passagem e
2353;CAIXA OCTAGONAL DUPLA PRETA;;CAIXA OCTAGONAL DUPLA PRETA;;Caixas, Passagem e
2784;PLACA CEGA 4X2;A;PLACA CEGA 4X2;;Caixas, Passagem e
2784;PLACA CEGA 4X2;B;PLACA CEGA 4X2;;Caixas, Passagem e
2784;PLACA CEGA 4X2;C 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 30 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;PLACA CEGA 4X2;;Caixas, Passagem e
2802;QUADRO DISTR EMBUTIR 1 DIJUNTOR;;QUADRO DISTR EMBUTIR 1 DIJUNTOR;;Caixas, Passagem e
3438;DISJUNTOR 3P 90A 10KA SHB3H SOPRANO;;DISJUNTOR 3P 90A 10KA SHB3H SOPRANO;;Caixas, Passagem e
3574;CAIXA CONDULETE 7 ENTRADAS CINZA 1;;CAIXA CONDULETE 7 ENTRADAS CINZA 1;;Caixas, Passagem e
3576;CAIXA CONDULETE 7 ENTRADAS CINZA 1/2;;CAIXA CONDULETE 7 ENTRADAS CINZA 1/2;;Caixas, Passagem e
3580;CAIXA CONDULETE 7 ENTRADAS;;CAIXA CONDULETE 7 ENTRADAS;;Caixas, Passagem e
3809;QUADRO DE DISTRIBUICAO 1 DISJUNTOR;;QUADRO DE DISTRIBUICAO 1 DISJUNTOR;;Caixas, Passagem e
3912;CAIXA ASTOP FAME 2P+T 20A EMB.S/DISJ;;CAIXA ASTOP FAME 2P+T 20A EMB.S/DISJ;;Caixas, Passagem e
1842;REFLETOR LED SLIM;;REFLETOR LED SLIM;;Lâmpadas,
1846;LAMPADA LED 30W;;LAMPADA LED 30W;;Lâmpadas,
1847;LAMPADA LED TKL 9W;;LAMPADA LED TKL 9W;;Lâmpadas,
2006;LAMPADA LED A60 E27 12W 1050Lm 127;;LAMPADA LED A60 E27 12W 1050Lm 127;;Lâmpadas,
2057;LAMPADA LED 50W;;LAMPADA LED 50W;;Lâmpadas,
2118;LAMPADA LED TKL90;;LAMPADA LED TKL90;;Lâmpadas,
2782;LAMPADA LED BULB 40W 6500K;;LAMPADA LED BULB 40W 6500K;;Lâmpadas,
2783;LUMINARIA DE EMERGENCIA;;LUMINARIA DE EMERGENCIA;;Lâmpadas,
3214;LAMPADA LED LUMINATTI 15W 6500K;;LAMPADA LED LUMINATTI 15W 6500K;;Lâmpadas,
3572;ESPETO JARDIM 5W VERDE;A;ESPETO JARDIM 5W VERDE;;Lâmpadas,
3572;ESPETO JARDIM 5W VERDE;B;ESPETO JARDIM 5W VERDE;;Lâmpadas,
3581;REFLETOR LED SLIM 200W 6500K;;REFLETOR LED SLIM 200W 6500K;;Lâmpadas,
3583;REFLETOR LED SLIM 50W 6500K;;REFLETOR LED SLIM 50W 6500K;;Lâmpadas,
3589;LAMPADA LED 50W 6500K;;LAMPADA LED 50W 6500K;;Lâmpadas,
3872;LAMPADA;;LAMPADA;;Lâmpadas,
1742;FITA ISOLANTE;;FITA ISOLANTE;;Material de Consumo
1743;CLIPS P/ CABO ACO;;CLIPS P/ CABO ACO;;Material de Consumo
1750;PAFLON PVC PRETO;;PAFLON PVC PRETO;;Material de Consumo
1754;LONA PRETA;;LONA PRETA;;Material de Consumo
1759;BUCHA PLASTICA 10MM;;BUCHA PLASTICA 10MM;;Material de Consumo
1760;BUCHA PLASTICA 12MM;;BUCHA PLASTICA 12MM;;Material de Consumo
1761;BITS PH2 DUPLO 65MM;;BITS PH2 DUPLO 65MM;;Material de Consumo
1762;PREGO COM CABEÇA 15X21;;PREGO COM CABEÇA 15X21;;Material de Consumo
1763;PREGO COM CABEÇA 19X39;;PREGO COM CABEÇA 19X39;;Material de Consumo
1765;MANGUEIRA NIVEL;;MANGUEIRA NIVEL;;Material de Consumo
1766;MARACA;;MARACA;;Material de Consumo
1768;GARRAFA TERMICA;;GARRAFA TERMICA;;Material de Consumo
1777;DIPIRONA 500;;DIPIRONA 500;;Material de Consumo
1785;DESENGRIPANTE;;DESENGRIPANTE;;Material de Consumo
1792;JOGO DE LENÇOL SOLTEIRO cj;;JOGO DE LENÇOL SOLTEIRO cj;;Material de Consumo
1793;JOGO DE LENÇOL CASAL cj;;JOGO DE LENÇOL CASAL cj;;Material de Consumo
1825;AROMATIZANTE;NEW SCENT FOLHA N°2;AROMATIZANTE;;Ferramental para
1825;AROMATIZANTE;NEW SCENT FOLHA N° 6;AROMATIZANTE;;Ferramental para
1825;AROMATIZANTE;NEW SCENT FOLHA AGRESTE;AROMATIZANTE;;Ferramental para
1825;AROMATIZANTE;NEW SCENT FOLHA LAVANDA;AROMATIZANTE;;Ferramental para
1825;AROMATIZANTE;NEW SCENT FOLHA CARRO NOVO;AROMATIZANTE;;Ferramental para
1966;FITA PVC 100X10MT 01UND;;FITA PVC 100X10MT 01UND;;Material de Consumo
2000;FITA ISOLANTE 16MM X 20M DTOOLS;;FITA ISOLANTE 16MM X 20M DTOOLS;;Material de Consumo
2001;VEDA ROSCA 12MM X 25M AMANCO;;VEDA ROSCA 12MM X 25M AMANCO;;Material de Consumo
2016;ARRUELA ZINCADA 7/16;;ARRUELA ZINCADA 7/16;;Material de Consumo
2017;PORCA GALVANIZADA D 3/8 DTOOLS;;PORCA GALVANIZADA D 3/8 DTOOLS;;Material de Consumo
2019;ABRACADEIRA R.S/FIM C 1/2X3/4;;ABRACADEIRA R.S/FIM C 1/2X3/4;;Material de Consumo
2022;COPO DESCARTÁVEL;;COPO DESCARTÁVEL;;Material de Consumo
2025;BROCA VIDEA 100X06,00 MM;;BROCA VIDEA 100X06,00 MM;;Material de Consumo
2026;BROCA VIDEA 120X08,00 MM;;BROCA VIDEA 120X08,00 MM;;Material de Consumo
2027;BROCA VIDEA 150X10,00 MM;;BROCA VIDEA 150X10,00 MM;;Material de Consumo
2055;FITA DEMARC. SOLO;;FITA DEMARC. SOLO;;EPC - Equipamento
2060;BUCHA FIXAÇÃO;;BUCHA FIXAÇÃO;;Material de Consumo
2061;PARAFUSO PHILIPS 6 0X60MM;;PARAFUSO PHILIPS 6 0X60MM;;Material de Consumo
2062;ABRAÇADEIRA TIPO U 1/4;;ABRAÇADEIRA TIPO U 1/4;;Material de Consumo
2063;ABRAÇADEIRA TIPO U 1/2;;ABRAÇADEIRA TIPO U 1/2;;Material de Consumo
2064;BUCHA FIXAÇÃO NO 06 6 C/ANEL;;BUCHA FIXAÇÃO NO 06 6 C/ANEL;;Material de Consumo
2083;BUCHA SFU P/ TIJOLO;;BUCHA SFU P/ TIJOLO;;Material de Consumo
2084;ESPONJOSO ISOLADO;;ESPONJOSO ISOLADO;;Material de Consumo
2100;ARAME QUEIMADO BWG 18/1,25MM;;ARAME QUEIMADO BWG 18/1,25MM;;Material de Consumo
2101;COPO PLÁSTICO 200ML;;COPO PLÁSTICO 200ML;;Insumos
2122;PARAFUSO PHILIPS 3,5x40MM;;PARAFUSO PHILIPS 3,5x40MM;;Material de Consumo
2144;FITA ISOLANTE 05 MTS.;;FITA ISOLANTE 05 MTS.;;Material de Consumo
2164;CORDA BRANCA POLIPROPILENO 18MM;;CORDA BRANCA POLIPROPILENO 18MM;;Material de Consumo
2165;CORDA POLIESTER 22MM;;CORDA POLIESTER 22MM;;Material de Consumo
2176;SILICONE SPRAY;;SILICONE SPRAY;;Material de Consumo
2476;CABO SOLDA 16mm2;;CABO SOLDA 16mm2;;Material de Consumo
2579;"BUCHA OITAVADA 2"" GALV.A FOGO ROSCA";;"BUCHA OITAVADA 2"" GALV.A FOGO ROSCA";;Material de Consumo
2580;GRAMPO ENCAIXE OKLIP;;GRAMPO ENCAIXE OKLIP;;Material de Consumo
2651;REFIL PARA PURIFICADOR;;REFIL PARA PURIFICADOR;;Material de Consumo
2655;CONEXÃO FG C.90 M20 x TB12x3/8;;CONEXÃO FG C.90 M20 x TB12x3/8;;Miscelâneas e
2666;LUSTRA MOVEIS BRILHO TOTAL 500 ML;;LUSTRA MOVEIS BRILHO TOTAL 500 ML;;Material de Consumo
2676;FITA ANTIDERRAPANTE;;FITA ANTIDERRAPANTE;;Material de Consumo
2685;REFIL PARA PURIFICADOR DE ÁGUA;;REFIL PARA PURIFICADOR DE ÁGUA;;Material de Consumo
2730;PREGO C/CABECA (DESATIVADO);;PREGO C/CABECA (DESATIVADO);;Material de Consumo
2778;VARAL BANDEIRA SLIN 20MT;;VARAL BANDEIRA SLIN 20MT;;Material de Consumo
2779;FITA DUPLA FACE 12MM;;FITA DUPLA FACE 12MM;;Material de Consumo
2781;PARAF RS CB TAMP FHIL 4,8X65;;PARAF RS CB TAMP FHIL 4,8X65;;Material de Consumo
2793;CADEADO LT 50 STAM;;CADEADO LT 50 STAM;;Material de Consumo
2794;FITA TEFLON 18MMX10;;FITA TEFLON 18MMX10;;Material de Consumo
2795;ESCOVA MULTIUSO C/ALCA PLASTICA;;ESCOVA MULTIUSO C/ALCA PLASTICA;;Material de Consumo
2804;ABRACADEIRA PVC 1/2 PRETA BRAVO;;ABRACADEIRA PVC 1/2 PRETA BRAVO;;Material de Consumo
2805;COLA TEKBOND;;COLA TEKBOND;;Material de Consumo
2806;COLA TUBO PVC 17G;;COLA TUBO PVC 17G;;Material de Consumo
3108;PORCA SEXTAVADA 1/2 BARRA ROSCADA;;PORCA SEXTAVADA 1/2 BARRA ROSCADA;;Material de Consumo
3109;ARRUELA ROSQUEADA;;ARRUELA ROSQUEADA;;Material de Consumo
3122;"MANGUEIRA FLAT 2""";;"MANGUEIRA FLAT 2""";;Material de Consumo
3136;DISCO CORTE 180MM;;DISCO CORTE 180MM;;Material de Consumo
3183;FITA ISOLANTE MASTER 19MM X 20M AMC;;FITA ISOLANTE MASTER 19MM X 20M AMC;;Material de Consumo
3187;PROTETOR DE VERGALHAO 8,0 A 25,4MM PV;;PROTETOR DE VERGALHAO 8,0 A 25,4MM PV;;Material de Consumo
3208;MALHA POP PESADA 4,2 2X3 MTS (10X10);;MALHA POP PESADA 4,2 2X3 MTS (10X10);;Material Aplicado á
3582;PARAFUSO CHIP 4.5X60MM;;PARAFUSO CHIP 4.5X60MM;;Material de Consumo
3584;LUVA CONDULETE CINZA 1/2;;LUVA CONDULETE CINZA 1/2;;Material de Consumo
3603;ABRAÇADEIRA FITA 30 CM;;ABRAÇADEIRA FITA 30 CM;;Material de Consumo
3614;PARAFUSO BROCANTE CABEÇA;;PARAFUSO BROCANTE CABEÇA;;Material de Consumo
3616;BUCHA PAREDE;;BUCHA PAREDE;;Material de Consumo
3619;MUNIÇÃO PARA PISTOLA APLICADOR;;MUNIÇÃO PARA PISTOLA APLICADOR;;Material de Consumo
3623;LIMA REDONDA 4X200 STIHL;;LIMA REDONDA 4X200 STIHL;;Material de Consumo
3659;PORCA SEXT 5/8;;PORCA SEXT 5/8;;Material de Consumo
3661;CHUMBADOR CBA 3/8X2 1/2;;CHUMBADOR CBA 3/8X2 1/2;;Material de Consumo
3801;TIJOLO FURADO;;TIJOLO FURADO;;Material de Consumo
3817;PORCA NORMAL 5 16;;PORCA NORMAL 5 16;;Material de Consumo
3820;SACO FREEZ/MICROONDAS PAK 35X45 CM;;SACO FREEZ/MICROONDAS PAK 35X45 CM;;Material de Consumo
3869;CABO AUTOMATICO 2.50MM;;CABO AUTOMATICO 2.50MM;;Material de Consumo
3876;PORCA MULTIUSO;;PORCA MULTIUSO;;Material de Consumo
3880;PARAFUSO SEXT MA 8.8 10X050;;PARAFUSO SEXT MA 8.8 10X050;;Material de Consumo
3881;PARAFUSO MADEIRA CHATA 5,0X35MM;;PARAFUSO MADEIRA CHATA 5,0X35MM;;Material de Consumo
3882;PARAFUSO MADEIRA CHATA 5,0X40MM;;PARAFUSO MADEIRA CHATA 5,0X40MM;;Material de Consumo
3883;PARAFUSO MADEIRA CHATA 5,0X60MM;;PARAFUSO MADEIRA CHATA 5,0X60MM;;Material de Consumo
3884;ARRUELA LISA 3/16;;ARRUELA LISA 3/16;;Material de Consumo
3924;FIXA FIO MIGUELAO C/15UND BRANCO;;FIXA FIO MIGUELAO C/15UND BRANCO;;Material de Consumo
3994;PARAF. SXT UNC 3/8X2.1/2;;PARAF. SXT UNC 3/8X2.1/2;;Material de Consumo
3996;PORCA SXT.AUTOTRAVANTE 3/8 UNC;;PORCA SXT.AUTOTRAVANTE 3/8 UNC;;Material de Consumo
3997;ARRUELA LISA 3/8;;ARRUELA LISA 3/8;;Material de Consumo
664;SERVIÇO DE IMPRESSÃO, ENCADERNAÇÃO;;SERVIÇO DE IMPRESSÃO, ENCADERNAÇÃO;;Material de Escritório
665;PRATELEIRA;;PRATELEIRA;;Material de Escritório
666;PORTA-LAPIS;;PORTA-LAPIS;;Material de Escritório
667;PORTA DOCUMENTO QUADRO;;PORTA DOCUMENTO QUADRO;;Material de Escritório
668;PINCEL PARA USO EM QUADRO BRANCO;;PINCEL PARA USO EM QUADRO BRANCO;;Material de Escritório
669;PINCEL PARA QUADRO BRANCO;;PINCEL PARA QUADRO BRANCO;;Material de Escritório
670;PAPEL PLOTAGEM A3 pct;;PAPEL PLOTAGEM A3 pct;;Material de Escritório
671;PAPEL KRAFT BETUMADO m2;;PAPEL KRAFT BETUMADO m2;;Material de Escritório
672;PAPEL A4 pct;;PAPEL A4 pct;;Material de Escritório
673;MOUSEPAD/DESKPAD;;MOUSEPAD/DESKPAD;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PRANCHETA OFICIO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PASTA SUSPENSA;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PAPEL CARTAZ/CARTÃO COLORIDO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;MALETA DELLOPLAST FUME C/ PASTAS SUSPENSA;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PASTA 55MM NEW LINE;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PASTA ABA ELASTICO OFICIO FUME;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;SACO PLASTICO COM FURO PACOTE;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PASTA SANFONADA A4 31;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;COLA BRANCA 40G;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;TESOURA ESC CLASS 13 CM;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;MALETA ARQUIVO SLIM 2160;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PASTA A4 LINE FUME;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CAIXA ARQUIVO MORTO POLIDELLO OFICIO AZUL;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;ELASTICOS SUPER AMARELO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PLASTIFICAÇÃO DOCUMENTOS;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;FOLHA PLASTIFICAÇÃO AVULSA;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PAPEL A4 75G CHAMEX;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CANETA COMPACTOR ECONOMICA;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;QUADRO BRANCO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CADERNO ESPIRAL 1X1;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;MOUSE OPTICO SEM FIO WIRELESS 2.4 GHZ;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PILHA AAA C/04;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PORTA LAPIS/ CLIPS FUME;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PAPEL A4 BRANCO 75G;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;ARQUIVO MORTO POLIONDA ECOBOX;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CANETA MARCA TEXTO AZUL;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CANETA MARCA TEXTO LARANJA CX;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;MARCADOR DE TEXTO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;GRAFITE 0.7MM 2B;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;BLOCO NOTA FISCAL AVULSA 4VIAS;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;ENVELOPE SACO BRANCO 240MM;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CANETA 0.7MM AZUL;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;COLA BASTAO 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 2 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;LAPISEIRA 0.7MM;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;LAMINA PARA ESTILETE;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PORTA LAPIS;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;EPSON 664 BLACK/ CARTUCHO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;MOUSE C3TECH MS30BK PRETO USBB;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;COPIA PROJETO A1;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;SACO A3 PLASPARK;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PLACA DE ISOPOR 2 CM;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;GRAFITE GRAPH 2.0MM 2B;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;BORRACHA MERCUR TR 18;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;BARBANTE ESCOLAR;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PLASTIFICAÇÃO GRANDE;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PLASTIFICAÇÃO MEIO OFICIO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;PRESILHA PARA CRACHA;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;COLA BASTÃO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CLIPS 2/0;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;CADERNO ESPIRAL COLEGIAL 177X248MM;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
674;MATERIAL DE ESCRITORIO E PAPELARIA;MOUSE SEM FIO;MATERIAL DE ESCRITORIO E PAPELARIA;;Material de Escritório
